17430889,1.9802
36644069,4.9505
15151394,0
3570196,0
17567534,1
4814207,0
21844758,1.0101
7963115,1.9802
20288017,1.0101
4152033,2
19593282,1
3103723,0
19479470,0
3951231,0
25010488,1.0101
13510095,1
18772258,0
7245778,1
18289454,0
8653380,0
24362359,2
8705073,0
23228256,0
34754603,4.9505
62952936,7
54393978,6.06061
171693456,19.19192
147543755,20.79208
163971431,19.19192
135810159,16.16162
158432484,19
136447020,17.64706
167621966,21
155289593,19.19192
152496561,18
131681580,16
172430660,21
157707986,19.38776
145022460,16.16162
126208530,15.84158
165876028,21
154411464,18.18182
156226355,16.32653
167228577,21
185980862,21.42857
165727378,20.20202
150185463,18.81188
130660321,15.15152
159729831,18.18182
131657757,16
163262418,19.19192
148548190,18
157601094,18.18182
141803266,17.17172
182059886,22
176249801,21.21212
158710295,17.34694
121725098,14.14141
165487834,20.79208
146831311,18
155060903,17.34694
139493847,17
175227445,21.78218
188208041,23
60791601,5.10204
52557831,6.06061
18056330,0
3081463,0
16875800,1.0101
6389801,0
207758674,24.24242
209558376,24.4898
265866291,28.86598
206216682,23.71134
179961346,21.21212
191048308,23.23232
224621087,27.27273
188786812,22.22222
157310592,18.18182
215572063,24.74227
202978211,24
175121435,20.20202
221479683,26.53061
215314882,25.5102
212632028,22.91667
273012347,34.65347
182960518,22.77228
282284816,35.64356
189394902,23
277152280,34.34343
196452516,21.64948
276769445,34.65347
193882551,23.76238
270654804,31.25
217589072,27.72277
265837962,33.66337
192712520,23.23232
258859887,33.98058
200702725,22.44898
259512707,29.89691
200529958,24.24242
251122396,32
208508120,26.47059
279135255,34.65347
135395546,16
324906121,38.54167
21757144,2
10026865,1.9802
20988782,2
8515062,5
62234855,4.08163
47047681,4.08163
104781395,12
87891797,9.18367
90652600,9.18367
84000397,9.09091
101573936,12.87129
78599280,10
93376454,7.29167
67622335,11.88119
94217180,12.7451
62914446,8
118681093,16.50485
72652180,7.14286
140758536,14.43299
72347435,8
135504239,13.40206
51878692,5.05051
135249115,18.4466
45494188,6.93069
136642816,14.28571
44233111,4.0404
139049774,14.43299
42375924,5
123899058,18.26923
73924970,9
95330398,11
89012474,9.18367
105846905,9.27835
86836778,11
104601066,12.87129
90347338,11.88119
103445649,11.11111
86167605,8.16327
88846137,8.16327
127648406,14.28571
61531042,6.06061
126750995,15.84158
64517708,4.08163
130490728,17.64706
59226399,5.10204
127028652,12.5
61775413,7
130458729,14.28571
55678116,5.05051
124177519,19.04762
